Reason (why not matched),Task name (Hubstaff),Project,ClickUp id tried,Hours
REMOTE_MISSING (id not in ClickUp),BB Nashville_Barber_Reconciliation: Bank and Card,Operations - Synergy / Blind_Adam (H),86cuzy3pb,0.9
REMOTE_MISSING (id not in ClickUp),04. CFOs Services: Cash Flow & Projections,Operations - Falcons /Smrtft_Rob (H),86cunard4,0.9
REMOTE_MISSING (id not in ClickUp),NK CONSULTING INC,Tax-Compliance Taks -(Common),16192051,0.9
REMOTE_MISSING (id not in ClickUp),Recategorize,Operations - Titans / Samadhi_Jessica (F),86cv3p4ag,0.9
REMOTE_MISSING (id not in ClickUp),Hostage_Clearco Loan Reco,Operations - Bravix / Finance Faheem_CPA (H),86cxub5a9,0.9
REMOTE_MISSING (id not in ClickUp),Kudos_Jay Group Invoices,Operations - Bravix / Finance Faheem_CPA (H),86cz866e2,0.9
REMOTE_MISSING (id not in ClickUp),Roland Architecture 2023 Checklist,Operations - Bravix / Mark Perlberg_CPA (F),86cv115nj,0.9
REMOTE_MISSING (id not in ClickUp),Monthly: Shopify Billing Split JE,Onboarding Clients / Duvin_Garrett (F),86czwmaf4,0.9
REMOTE_MISSING (id not in ClickUp),PTP - Bank & Card Reconciliation: Chase Credit Card,Operations - Falcons / Topo_Erin (H),86cvqcg6e,0.9
REMOTE_MISSING (id not in ClickUp),06. AR Management : G&G Invoicing,Operations - Falcons /Smrtft_Rob (H),86cu48ggr,0.9
NO_TASK (project-level only),(no task - project level),Operations - Titans / Procurement_Rajiv (F),,0.9
REMOTE_MISSING (id not in ClickUp),BB Chicago_Reconciliation: Bank and Card,Operations - Synergy / Blind_Adam (H),86d0b3w9g,0.9
REMOTE_MISSING (id not in ClickUp),BB Highland_Audit: Monthly General Ledger Review,Operations - Synergy / Blind_Adam (H),86czdw4n1,0.9
REMOTE_MISSING (id not in ClickUp),Shopify clearing,Operations - Bravix / EpicRise_Lin (H),86d0n10hv,0.9
REMOTE_MISSING (id not in ClickUp),Rental Portfolio_Document Request,Operations - Bravix / Mark Perlberg_CPA (F),86cvv0mrn,0.9
REMOTE_MISSING (id not in ClickUp),Dannik olga_Weekly Reconcilliation Task,Operations - Bravix / Dannik_Olga (F),86d34y7zd,0.9
REMOTE_MISSING (id not in ClickUp),MCAP- Add new property in Books,Operations - Bravix / Mark Perlberg_CPA (F),86cvr7vvv,0.9
REMOTE_MISSING (id not in ClickUp),Bee_Adam-Inbox Management: Task Delegation & Follow up,Operations - Titans / Bee_Adam,86cugg9tg,0.9
NO_REMOTE (native Hubstaff task),Lisa Thomas - Meeting,Admin-Operational Works,,0.9
REMOTE_MISSING (id not in ClickUp),Idream_Weekly Billing,Operations - Synergy / IDream_Joseph (H),86cvhdw90,0.9
REMOTE_MISSING (id not in ClickUp),8.Hands Down Cloud LLC-Monthly General Ledger Review,Operations - Titans / Mango_Raj (H),86cwva3k1,0.9
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation:CC_7001/32827_Chase,Operations - Ledger Labs / SiliconValley Jack_Netsuite,30ruzap,0.9
REMOTE_MISSING (id not in ClickUp),Inventory Reconciliation:- Write off from PO,Operations - Bravix / SevenShopper_Lin (H),86cuvfa1a,0.9
REMOTE_MISSING (id not in ClickUp),Dannik_Olga-Review : Outstanding Receipts and Payments Account,Operations - Bravix / Dannik_Olga (F),86d2v45tg,0.9
REMOTE_MISSING (id not in ClickUp),5.Lion Howse-Audit: Monthly General Ledger Review,Operations - Titans / Mango_Raj (H),86cxg2w09,0.9
REMOTE_MISSING (id not in ClickUp),Dannik_Olga-Payroll : Creating JEs and Verifying Liabilities,Operations - Bravix / Dannik_Olga (F),86cyt4m86,0.9
REMOTE_MISSING (id not in ClickUp),3.MANGO LLC-Bank & Card Reconciliation: Chase CC 1250,Operations - Titans / Mango_Raj (H),86cv0f9fy,0.9
REMOTE_MISSING (id not in ClickUp),Sale clearing account verify,Operations - Bravix / EpicRise_Lin (H),86d024fhd,0.9
NO_REMOTE (native Hubstaff task),Medhi - Business License,Admin-Operational Works,,0.9
REMOTE_MISSING (id not in ClickUp),03. AP Management: UPS Bills verification,Operations - Falcons /Smrtft_Rob (H),86cvbm7ed,0.9
REMOTE_MISSING (id not in ClickUp),BB Nashville_Barber_Audit: Monthly General Ledger Review,Operations - Synergy / Blind_Adam (H),86cx8u3xp,0.9
REMOTE_MISSING (id not in ClickUp),06. Sales Reconciliation: Shopify Clearing,Operations - Falcons /Smrtft_Rob (H),86cutn11c,0.9
REMOTE_MISSING (id not in ClickUp),BB BB LLC_AP Management: Adding Bills & Payments Reconciliation,Operations - Synergy / Blind_Adam (H),86curz3ee,0.9
REMOTE_MISSING (id not in ClickUp),Form3: Book Status update and Fixing Queries,Operations - Mavericks / Base_Bob (F),86cyrwau2,0.9
REMOTE_MISSING (id not in ClickUp),IDream Recommerce: Reconcile Loan Auto Loan,Operations - Synergy / IDream_Joseph (H),86d0xr8vc,0.9
REMOTE_MISSING (id not in ClickUp),CFOs: Preparing Monthly Expense Report,Operations - Bravix / Wisoman_Sonal (F),2z597jt,0.9
NO_TASK (project-level only),(no task - project level),Operations - Titans / Tetq_Jeff,,0.9
REMOTE_MISSING (id not in ClickUp),Bank and Card Reconcilation: Chase Nios Electrolysis Checking 9980,Operations - Falcons / Nios_Josh,86cvagarm,0.9
REMOTE_MISSING (id not in ClickUp),TVP_Transaction Coding,Operations - Bravix / Finance Faheem_CPA (H),86cz67g9u,0.9
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation:CC_01004_Amex/2002,Operations - Ledger Labs / SiliconValley Jack_Netsuite,30ruzek,0.9
REMOTE_MISSING (id not in ClickUp),Bank & Card reconciliation: First National Bank 5299.,Operations - Alliance / KDHW_Korey (H),86cxqn2g9,0.9
REMOTE_MISSING (id not in ClickUp),Mortgages payable property wise,Operations - Bravix / CSProp_Lin (H),86czqc40t,0.9
REMOTE_MISSING (id not in ClickUp),IDream Technology AP Reconcilations,Operations - Synergy / IDream_Joseph (H),86cv2fua1,0.9
REMOTE_MISSING (id not in ClickUp),04. CFOs Services: Cash Flow & Projections,Operations - Falcons /Smrtft_Rob (H),86cuxwc8p,0.9
REMOTE_MISSING (id not in ClickUp),Vendor prepayment reconciliation,Operations - Bravix / EpicRise_Lin (H),86czbu91e,0.9
REMOTE_MISSING (id not in ClickUp),BB Moxy_Payroll Management: Posting payroll From Paychex - Kanika,Operations - Synergy / Blind_Adam (H),86czctw78,0.9
REMOTE_MISSING (id not in ClickUp),Client Communication:  Client meeting & Meeting Notes,Operations - Syndicate / EdBall_Edward (F),86cv2myek,0.9
REMOTE_MISSING (id not in ClickUp),02. Bank & Card Reconciliation: Brex Credit Card (2910),Operations - Falcons /Smrtft_Rob (H),86cvgek6y,0.9
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconcilation: Citi CC 9418,Operations - Titans / Bee_Adam,85yx0qyfx,0.9
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation: Capital one credit - 7313/0621/4942,Operations - Titans / Plain_Lindsey (F),86cw43tmk,0.9
REMOTE_MISSING (id not in ClickUp),RPG_Credit Cards Reconciled in QBO,Operations - Bravix / Finance Faheem_CPA (H),86cw9e05v,0.9
REMOTE_MISSING (id not in ClickUp),Payroll:- Verify time sheet and add to bamboohr,Operations - Bravix / EpicRise_Lin (H),86d0gyed6,0.9
REMOTE_MISSING (id not in ClickUp),Payroll Management: Prepare Sheet Employee's hours & Recording in Software,Operations - Synergy / T1_Ward (F),85yv00nu5,0.9
REMOTE_MISSING (id not in ClickUp),NB: Weekly Meeting,Onboarding Clients / Duvin_Garrett (F),86czmwbq1,0.9
REMOTE_MISSING (id not in ClickUp),9.Mango Solution-Monthly General Ledger Review,Operations - Titans / Mango_Raj (H),86cx9tqrk,0.9
REMOTE_MISSING (id not in ClickUp),Dannik_Olga-Payroll : Creating JEs and Verifying Liabilities,Operations - Bravix / Dannik_Olga (F),86d1cte2p,0.9
REMOTE_MISSING (id not in ClickUp),Monthly: Check Reconciliation Report,Onboarding Clients / Duvin_Garrett (F),86cwt8fzu,0.9
REMOTE_MISSING (id not in ClickUp),MCAP_Document Request,Operations - Bravix / Mark Perlberg_CPA (F),86cvej309,0.9
REMOTE_MISSING (id not in ClickUp),PTP - Bank & Card Reconciliation: Checking,Operations - Falcons / Topo_Erin (H),86cv2nqvg,0.9
REMOTE_MISSING (id not in ClickUp),Sales Reconciliation: Amazon Clearing Bank_MFN,Operations - Mavericks / SiliconValley_Jack,86cuuzm0n,0.9
REMOTE_MISSING (id not in ClickUp),02. Bank & Card Reconciliation: Chase Checking (5963),Operations - Falcons /Smrtft_Rob (H),86cu2mq0v,0.9
NO_REMOTE (native Hubstaff task),Jessica Burrell - Update,Admin-Operational Works,,0.9
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation : Soul star opex 5531,Operations - Syndicate / EdBall_Edward (F),86cv3y2dw,0.9
REMOTE_MISSING (id not in ClickUp),5.This is a Mango-Bank & Card Reconciliation: Amex 41009,Operations - Titans / Mango_Raj (H),86cumcn29,0.8
REMOTE_MISSING (id not in ClickUp),Payroll Management: Run Payroll_Employee,Operations - Alliance / Elite_Lysha (F),85ywanzdb,0.8
REMOTE_MISSING (id not in ClickUp),TMM - Bank & Card Reconciliation : AMEX- 1019 (AMEX- 1001),Operations - Falcons / Topo_Erin (H),86cvcgezp,0.8
REMOTE_MISSING (id not in ClickUp),SF_Donations,Operations - Bravix / Finance Faheem_CPA (H),86cvwt2wq,0.8
REMOTE_MISSING (id not in ClickUp),Le Prunier_Weekly Sales,Operations - Bravix / Finance Faheem_CPA (H),86d0qhckg,0.8
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation: Capital one credit - 7313/0621/4942,Operations - Titans / Plain_Lindsey (F),86cv4kgfd,0.8
REMOTE_MISSING (id not in ClickUp),Meeting : Meeting with Clients & Creating Agenda,Operations - Titans / Bee_Adam,85zrpjz34,0.8
REMOTE_MISSING (id not in ClickUp),Payroll:- Payroll Process,Operations - Bravix / EpicRise_Lin (H),86d0p9bej,0.8
REMOTE_MISSING (id not in ClickUp),TLV - AP Management : Adding Bills and Payments,Operations - Falcons / Topo_Erin (H),86cytd5cz,0.8
REMOTE_MISSING (id not in ClickUp),Meeting: Weekly Meeting,Operations - Falcons / Gloves_Shakil,86cv0q96y,0.8
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation: COARE JV 1 LLC.(1480),Operations - Ledger Labs / Coare_Hansel,30rx1t6,0.8
REMOTE_MISSING (id not in ClickUp),Sales Reconciliation: Walmart: Sales Clearing Match,Operations - Bravix / SevenShopper_Lin (H),85yxhp1uv,0.8
NO_REMOTE (native Hubstaff task),Blind_Adam_Inbox Management: Task Delegation & Follow up,Tracker- Billable Hours,,0.8
REMOTE_MISSING (id not in ClickUp),03. AP Management: AP Bills Payment,Operations - Falcons /Smrtft_Rob (H),85yxzm9x7,0.8
REMOTE_MISSING (id not in ClickUp),SI Model-Inventory Control (Bi-Weekly),Operations - Titans / Samadhi_Jessica (F),86cvr650t,0.8
REMOTE_MISSING (id not in ClickUp),Status & Queries: Books Status & Fixing Queries,Operations - Titans / Unbox_Mohit (F),86cw769m3,0.8
REMOTE_MISSING (id not in ClickUp),Tax Services: Filing of Sales Tax,Operations - Syndicate / Hooptech_Amy (F),86cvaj3ut,0.8
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation: 1001 C3 - Sales 8898,Archived Projects- Ledger Labs- / Nano_Chris,85zrpymgf,0.8
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation : 2200.30 Capital One - 5908,Operations - Bravix / SevenShopper_Lin (H),85ywrj143,0.8
REMOTE_MISSING (id not in ClickUp),IDream IT: IDream_Weekly Invoicing,Operations - Synergy / IDream_Joseph (H),86cw6h8yu,0.8
REMOTE_MISSING (id not in ClickUp),AWE: Daily Coding,Operations - Bravix / Finance Faheem_CPA (H),86cz3a6c0,0.8
REMOTE_MISSING (id not in ClickUp),Reconcillation of Wholesale Portals and Google Sheet,Operations - Ledger Labs / Toptier_Sean,86cv2n5wm,0.8
REMOTE_MISSING (id not in ClickUp),BB Nashville_Bar_Inventory & COGS: Reconcile COGS & Ending Inventory,Operations - Synergy / Blind_Adam (H),86d0wbedy,0.8
REMOTE_MISSING (id not in ClickUp),Sales Reconciliation: Paypal,Operations - Titans / McMullen_Sherri (H),86cvak8nq,0.8
REMOTE_MISSING (id not in ClickUp),E-Commerce Sales: Grubhub,Operations - Titans / Butter_Wendell (F),86cuyezgb,0.8
REMOTE_MISSING (id not in ClickUp),1100.2 Banks:TD Bank - 1549,Operations - Bravix / EpicRise_Lin (H),86d22n09h,0.8
NO_REMOTE (native Hubstaff task),Lax Gadget Group INC-AR Management: Upadting AR other than TJX,Tracker- Billable Hours,,0.8
REMOTE_MISSING (id not in ClickUp),Payroll:- Verify time sheet and add to bamboohr,Operations - Bravix / EpicRise_Lin (H),86d1xknm3,0.8
REMOTE_MISSING (id not in ClickUp),All bev_Daily Coding,Operations - Bravix / Finance Faheem_CPA (H),86czjmn8t,0.8
REMOTE_MISSING (id not in ClickUp),All bev_AP email,Operations - Bravix / Finance Faheem_CPA (H),86czjmn2h,0.8
REMOTE_MISSING (id not in ClickUp),Bank and Card Reconcilation: Capital One #7788 (CC),Operations - Falcons / Nios_Josh,86cyv6z0e,0.8
REMOTE_MISSING (id not in ClickUp),"CP Realty Consultants, Inc._Tax Return Match",Operations - Bravix / Mark Perlberg_CPA (F),86cvf8wg0,0.8
REMOTE_MISSING (id not in ClickUp),Payroll-2023,Operations - Syndicate / Maceoo_Mehdi (F),86cu93p14,0.8
REMOTE_MISSING (id not in ClickUp),Email management,Operations - Bravix / EpicRise_Lin (H),86czkx0uy,0.8
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation: Para: Chase Ink - 3354/6369,Operations - Bravix / Paragon_Harris (F),86cuzwex8,0.8
REMOTE_MISSING (id not in ClickUp),BB Grooming_Golden Meteors Tracker Update ( Sales Commission Working) - Raghav,Operations - Synergy / Blind_Adam (H),86cznq56d,0.8
REMOTE_MISSING (id not in ClickUp),Bank & Card reconciliation: Credit card 7234,Operations - Alliance / KDHW_Korey (H),86cwubhyj,0.8
REMOTE_MISSING (id not in ClickUp),E-commerce Sales: Bigcommerce (Finetuxedos),Operations - Bravix / Paragon_Harris (F),86cuzwfuz,0.8
REMOTE_MISSING (id not in ClickUp),HT_Record Time on Client in Harvest,Operations - Bravix / Finance Faheem_CPA (H),86cuhb0tf,0.8
REMOTE_MISSING (id not in ClickUp),Audit: Review AP & AR : Make Adjustment for their void Bills/invoice,Archived Projects- Ledger Labs- / Nano_Chris,85zrm4y7m,0.8
REMOTE_MISSING (id not in ClickUp),03. AP Management: AP Bills Payment,Operations - Falcons /Smrtft_Rob (H),85ywzr3rc,0.8
REMOTE_MISSING (id not in ClickUp),AR Management: Customers Follow up,Operations - Synergy / T1_Ward (F),85yv85vpe,0.8
REMOTE_MISSING (id not in ClickUp),Idream_Weekly Biiling,Operations - Synergy / IDream_Joseph (H),86curm91t,0.8
NO_TASK (project-level only),(no task - project level),Operations - Ledger Labs / Cannaline_Andy,,0.8
REMOTE_MISSING (id not in ClickUp),Frutabomba_AP Email,Operations - Bravix / Finance Faheem_CPA (H),86d0enbqg,0.8
REMOTE_MISSING (id not in ClickUp),Makin Moves - Tim Vitale_Audit till Mar_2024,Operations - Bravix / Mark Perlberg_CPA (F),86cv47t6t,0.8
REMOTE_MISSING (id not in ClickUp),06. AR Management : Rogue Invoicing,Operations - Falcons /Smrtft_Rob (H),86cvam856,0.8
REMOTE_MISSING (id not in ClickUp),Monthly Notes (August 2023 Close - Checking in),Operations - Synergy / Blind_Adam (H),85zu1jap4,0.8
REMOTE_MISSING (id not in ClickUp),Kudos_AP email,Operations - Bravix / Finance Faheem_CPA (H),86czdvz8j,0.8
REMOTE_MISSING (id not in ClickUp),Client Meeting,Operations - Titans / LakeNSkye_Courtney (H),86cx07f9p,0.8
NO_REMOTE (native Hubstaff task),call with ed,Admin-Operational Works,,0.8
REMOTE_MISSING (id not in ClickUp),TVP_Transaction Coding,Operations - Bravix / Finance Faheem_CPA (H),86d0mb69j,0.8
REMOTE_MISSING (id not in ClickUp),IDream Recommerce: Reconcile Bank & Credit Card: Affirm (Amazon),Operations - Synergy / IDream_Joseph (H),86cvyxxpx,0.8
REMOTE_MISSING (id not in ClickUp),Monthly Payroll Reconciliation,Operations - Titans / Butter_Wendell (F),86cz5jcvw,0.8
REMOTE_MISSING (id not in ClickUp),Deposit Transfirst & Cash,Operations - Syndicate / Maceoo_Mehdi (F),86ctxnun7,0.8
REMOTE_MISSING (id not in ClickUp),Dannik_Olga-Meeting with client,Operations - Bravix / Dannik_Olga (F),86czrjkxw,0.8
REMOTE_MISSING (id not in ClickUp),TMM - Bank & Card Reconciliation : AMEX- 1019 (AMEX- 1001),Operations - Falcons / Topo_Erin (H),86cv2gkja,0.8
REMOTE_MISSING (id not in ClickUp),Le Prunier_Weekly Sales,Operations - Bravix / Finance Faheem_CPA (H),86d1hf2an,0.8
REMOTE_MISSING (id not in ClickUp),Frutabomba_AP Email,Operations - Bravix / Finance Faheem_CPA (H),86d0cg2uu,0.8
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation: L5 Holdings Limited-5309,Operations - Ledger Labs / Lion_Grant,85zrn5b4p,0.8
REMOTE_MISSING (id not in ClickUp),PTP - AP Management : Adding Bills and Payments,Operations - Falcons / Topo_Erin (H),86cvekwvc,0.8
NO_REMOTE (native Hubstaff task),Advanced Technology Svcs_Yan Lee: QBO issues discussion,Admin-Operational Works,,0.8
REMOTE_MISSING (id not in ClickUp),TVP_Transaction Coding,Operations - Bravix / Finance Faheem_CPA (H),86d0n3a1t,0.8
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation: Wells Fargo_5533,Operations - Bravix / Wisoman_Sonal (F),85yvrbpx9,0.8
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation: Reconcile Account using Reconciliation Feature,"Ledger Labs, Inc. / Portable_Joe",30rvm00,0.8
NO_REMOTE (native Hubstaff task),US Sale Tax & State Com.,"Ledger Labs, Inc. / Emailing & Management",,0.8
REMOTE_MISSING (id not in ClickUp),Loan: Airwallex,Operations - Mavericks / SiliconValley_Jack,32j3mdm,0.8
REMOTE_MISSING (id not in ClickUp),Frutabomba_AP Email,Operations - Bravix / Finance Faheem_CPA (H),86d0fncwp,0.8
REMOTE_MISSING (id not in ClickUp),PTP - Bank & Card Reconciliation: Checking,Operations - Falcons / Topo_Erin (H),86cv4x2wu,0.8
REMOTE_MISSING (id not in ClickUp),Email and Slack Management: Daily Emails checking,Operations - Synergy / IDream_Joseph (H),86d0j885g,0.8
REMOTE_MISSING (id not in ClickUp),Frutabomba_AP Mail,Operations - Bravix / Finance Faheem_CPA (H),86cyy6kcf,0.8
REMOTE_MISSING (id not in ClickUp),All bev_Daily Coding,Operations - Bravix / Finance Faheem_CPA (H),86d026pee,0.8
REMOTE_MISSING (id not in ClickUp),All bev_Payroll,Operations - Bravix / Finance Faheem_CPA (H),86d0wkc5m,0.8
REMOTE_MISSING (id not in ClickUp),AR/AP Management,Operations - Syndicate / Whitehat_Gogi (H),86cv5c4jf,0.8
REMOTE_MISSING (id not in ClickUp),Sales Reconciliation: Booking Entries for Amazon Sale : Moofin,Operations - Mavericks / SiliconValley_Jack,86cv3aftd,0.8
REMOTE_MISSING (id not in ClickUp),BB Highland_Payroll Management: Posting payroll From Paychex - Kanika,Operations - Synergy / Blind_Adam (H),86czctw6h,0.8
REMOTE_MISSING (id not in ClickUp),Idream_Weekly Biiling,Operations - Synergy / IDream_Joseph (H),86cupmymf,0.8
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation: Wells Fargo CC (1515),Operations - Titans / Craftmade_Kate  (H),85zrnzj2m,0.8
REMOTE_MISSING (id not in ClickUp),BB Nashville_Barber_Reconciliation: Bank and Card,Operations - Synergy / Blind_Adam (H),86cvhufwj,0.8
REMOTE_MISSING (id not in ClickUp),IDream IT: IDream_Weekly Reconciliation,Operations - Synergy / IDream_Joseph (H),86cw6h8yv,0.8
REMOTE_MISSING (id not in ClickUp),Sales Reconciliation: Amazon MD Ref (US): Sales Clearing Match,Operations - Bravix / SevenShopper_Lin (H),85yvz0t2d,0.8
REMOTE_MISSING (id not in ClickUp),All bev_Bill.com,Operations - Bravix / Finance Faheem_CPA (H),86d0fa242,0.8
REMOTE_MISSING (id not in ClickUp),PTP - AP Management : Adding Bills and Payments,Operations - Falcons / Topo_Erin (H),86cuz1z0b,0.8
REMOTE_MISSING (id not in ClickUp),Sales Reconciliation: Newegg - Powerhouse Enterprises,"Ledger Labs, Inc. / Portable_Joe",30rw5mh,0.8
REMOTE_MISSING (id not in ClickUp),QB Time - Project coordinator hours report,Operations - Syndicate / EdBall_Edward (F),86cx8pywp,0.8
REMOTE_MISSING (id not in ClickUp),02. Bank & Card Reconciliation: Chase Savings (8718),Operations - Falcons /Smrtft_Rob (H),85yy968hx,0.8
REMOTE_MISSING (id not in ClickUp),Frutabomba_AP Mail,Operations - Bravix / Finance Faheem_CPA (H),86d03cr9e,0.8
REMOTE_MISSING (id not in ClickUp),AP Management: Vendor Statement Reconciliation,Operations - Ledger Labs / Love_Sigmar,86cv18kag,0.8
REMOTE_MISSING (id not in ClickUp),SevenShopper_Lin,Tax-Compliance Taks -(Common),16107795,0.8
REMOTE_MISSING (id not in ClickUp),BB Charley_Status & Queries: Checking Documents & Request,Operations - Synergy / Blind_Adam (H),86cv1b85a,0.8
REMOTE_MISSING (id not in ClickUp),JFK AP_AR  Reconcilation,Operations - Synergy / IDream_Joseph (H),86cuqya8f,0.8
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation: Para: Chase Ink - 2483,Operations - Bravix / Paragon_Harris (F),86cuzwfb9,0.8
REMOTE_MISSING (id not in ClickUp),Audit: Client Meeting & Notes,"Ledger Labs, Inc. / Ponte_Shana",85yxedctc,0.8
REMOTE_MISSING (id not in ClickUp),AR Management: Add Monthly Shopify Sales by MJE,Archived Projects- Ledger Labs- / Nano_Chris,30rw1qe,0.8
